datetimeFrom_utc,datetimeFrom_local,datetimeTo_utc,datetimeTo_local,co µg/m³,pm25 µg/m³,no2 µg/m³,pm10 µg/m³
2024-02-07T16:00:00Z,2024-02-07T23:00:00+07:00,2024-02-07T17:00:00Z,2024-02-08T00:00:00+07:00,431.0,26.1,6.8,29.3
2024-02-07T17:00:00Z,2024-02-08T00:00:00+07:00,2024-02-07T18:00:00Z,2024-02-08T01:00:00+07:00,357.0,20.2,6.0,22.8
2024-02-07T18:00:00Z,2024-02-08T01:00:00+07:00,2024-02-07T19:00:00Z,2024-02-08T02:00:00+07:00,432.0,15.8,5.5,18.0
2024-02-07T19:00:00Z,2024-02-08T02:00:00+07:00,2024-02-07T20:00:00Z,2024-02-08T03:00:00+07:00,312.0,11.5,5.0,13.3
2024-02-07T20:00:00Z,2024-02-08T03:00:00+07:00,2024-02-07T21:00:00Z,2024-02-08T04:00:00+07:00,305.0,11.3,5.2,13.1
2024-02-07T21:00:00Z,2024-02-08T04:00:00+07:00,2024-02-07T22:00:00Z,2024-02-08T05:00:00+07:00,312.0,11.8,5.0,13.7
2024-02-07T22:00:00Z,2024-02-08T05:00:00+07:00,2024-02-07T23:00:00Z,2024-02-08T06:00:00+07:00,422.0,14.0,5.3,16.0
2024-02-07T23:00:00Z,2024-02-08T06:00:00+07:00,2024-02-08T00:00:00Z,2024-02-08T07:00:00+07:00,463.0,13.7,5.7,15.8
2024-02-08T00:00:00Z,2024-02-08T07:00:00+07:00,2024-02-08T01:00:00Z,2024-02-08T08:00:00+07:00,411.0,17.5,5.7,19.8
2024-02-08T01:00:00Z,2024-02-08T08:00:00+07:00,2024-02-08T02:00:00Z,2024-02-08T09:00:00+07:00,417.0,12.0,4.9,13.9
2024-02-08T02:00:00Z,2024-02-08T09:00:00+07:00,2024-02-08T03:00:00Z,2024-02-08T10:00:00+07:00,525.0,22.6,5.2,25.4
2024-02-08T03:00:00Z,2024-02-08T10:00:00+07:00,2024-02-08T04:00:00Z,2024-02-08T11:00:00+07:00,536.0,16.2,4.4,17.4
2024-02-08T04:00:00Z,2024-02-08T11:00:00+07:00,2024-02-08T05:00:00Z,2024-02-08T12:00:00+07:00,512.0,16.3,4.2,17.4
2024-02-08T05:00:00Z,2024-02-08T12:00:00+07:00,2024-02-08T06:00:00Z,2024-02-08T13:00:00+07:00,512.0,17.0,4.0,18.1
2024-02-08T06:00:00Z,2024-02-08T13:00:00+07:00,2024-02-08T07:00:00Z,2024-02-08T14:00:00+07:00,532.0,19.6,5.0,20.6
2024-02-08T07:00:00Z,2024-02-08T14:00:00+07:00,2024-02-08T08:00:00Z,2024-02-08T15:00:00+07:00,570.0,26.3,5.9,27.1
2024-02-08T08:00:00Z,2024-02-08T15:00:00+07:00,2024-02-08T09:00:00Z,2024-02-08T16:00:00+07:00,572.0,25.5,6.3,26.8
2024-02-08T09:00:00Z,2024-02-08T16:00:00+07:00,2024-02-08T10:00:00Z,2024-02-08T17:00:00+07:00,608.0,39.1,6.7,39.2
2024-02-08T10:00:00Z,2024-02-08T17:00:00+07:00,2024-02-08T11:00:00Z,2024-02-08T18:00:00+07:00,560.0,34.2,7.1,37.1
2024-02-08T11:00:00Z,2024-02-08T18:00:00+07:00,2024-02-08T12:00:00Z,2024-02-08T19:00:00+07:00,569.0,34.1,7.7,37.9
2024-02-08T12:00:00Z,2024-02-08T19:00:00+07:00,2024-02-08T13:00:00Z,2024-02-08T20:00:00+07:00,551.0,45.8,7.1,50.6
2024-02-08T13:00:00Z,2024-02-08T20:00:00+07:00,2024-02-08T14:00:00Z,2024-02-08T21:00:00+07:00,502.0,39.2,7.1,43.5
2024-02-08T14:00:00Z,2024-02-08T21:00:00+07:00,2024-02-08T15:00:00Z,2024-02-08T22:00:00+07:00,425.0,29.2,6.2,32.6
2024-02-08T15:00:00Z,2024-02-08T22:00:00+07:00,2024-02-08T16:00:00Z,2024-02-08T23:00:00+07:00,370.0,21.8,5.6,24.6
2024-02-08T16:00:00Z,2024-02-08T23:00:00+07:00,2024-02-08T17:00:00Z,2024-02-09T00:00:00+07:00,326.0,17.7,5.3,20.1
2024-02-08T17:00:00Z,2024-02-09T00:00:00+07:00,2024-02-08T18:00:00Z,2024-02-09T01:00:00+07:00,281.0,15.0,4.8,17.1
2024-02-08T18:00:00Z,2024-02-09T01:00:00+07:00,2024-02-08T19:00:00Z,2024-02-09T02:00:00+07:00,355.0,15.8,5.1,18.0
2024-02-08T19:00:00Z,2024-02-09T02:00:00+07:00,2024-02-08T20:00:00Z,2024-02-09T03:00:00+07:00,260.0,18.7,4.9,21.1
2024-02-08T20:00:00Z,2024-02-09T03:00:00+07:00,2024-02-08T21:00:00Z,2024-02-09T04:00:00+07:00,266.0,17.5,5.0,19.9
2024-02-08T21:00:00Z,2024-02-09T04:00:00+07:00,2024-02-08T22:00:00Z,2024-02-09T05:00:00+07:00,263.0,15.8,4.9,18.1
2024-02-08T22:00:00Z,2024-02-09T05:00:00+07:00,2024-02-08T23:00:00Z,2024-02-09T06:00:00+07:00,259.0,13.7,5.0,15.8
2024-02-08T23:00:00Z,2024-02-09T06:00:00+07:00,2024-02-09T00:00:00Z,2024-02-09T07:00:00+07:00,265.0,14.9,5.4,17.0
2024-02-09T01:00:00Z,2024-02-09T08:00:00+07:00,2024-02-09T02:00:00Z,2024-02-09T09:00:00+07:00,400.0,22.2,12.1,33.2
2024-02-09T02:00:00Z,2024-02-09T09:00:00+07:00,2024-02-09T03:00:00Z,2024-02-09T10:00:00+07:00,320.0,26.3,13.0,37.6
2024-02-09T03:00:00Z,2024-02-09T10:00:00+07:00,2024-02-09T04:00:00Z,2024-02-09T11:00:00+07:00,265.0,24.0,7.6,32.9
2024-02-09T10:00:00Z,2024-02-09T17:00:00+07:00,2024-02-09T11:00:00Z,2024-02-09T18:00:00+07:00,682.0,36.5,22.2,53.1
2024-02-09T11:00:00Z,2024-02-09T18:00:00+07:00,2024-02-09T12:00:00Z,2024-02-09T19:00:00+07:00,815.0,41.3,23.4,53.9
2024-02-09T12:00:00Z,2024-02-09T19:00:00+07:00,2024-02-09T13:00:00Z,2024-02-09T20:00:00+07:00,648.0,38.1,18.6,50.4
2024-02-09T23:00:00Z,2024-02-10T06:00:00+07:00,2024-02-10T00:00:00Z,2024-02-10T07:00:00+07:00,1110.0,150.0,10.0,164.0
2024-02-10T00:00:00Z,2024-02-10T07:00:00+07:00,2024-02-10T01:00:00Z,2024-02-10T08:00:00+07:00,1100.0,136.0,9.9,149.0
2024-02-10T01:00:00Z,2024-02-10T08:00:00+07:00,2024-02-10T02:00:00Z,2024-02-10T09:00:00+07:00,1010.0,113.0,8.2,121.0
2024-02-10T02:00:00Z,2024-02-10T09:00:00+07:00,2024-02-10T03:00:00Z,2024-02-10T10:00:00+07:00,690.0,62.1,6.2,59.4
2024-02-10T03:00:00Z,2024-02-10T10:00:00+07:00,2024-02-10T04:00:00Z,2024-02-10T11:00:00+07:00,528.0,27.3,12.3,
2024-02-10T04:00:00Z,2024-02-10T11:00:00+07:00,2024-02-10T05:00:00Z,2024-02-10T12:00:00+07:00,521.0,22.0,11.2,21.7
2024-02-10T05:00:00Z,2024-02-10T12:00:00+07:00,2024-02-10T06:00:00Z,2024-02-10T13:00:00+07:00,537.0,20.1,12.2,19.8
2024-02-10T06:00:00Z,2024-02-10T13:00:00+07:00,2024-02-10T07:00:00Z,2024-02-10T14:00:00+07:00,562.0,19.6,11.0,19.6
2024-02-10T07:00:00Z,2024-02-10T14:00:00+07:00,2024-02-10T08:00:00Z,2024-02-10T15:00:00+07:00,557.0,29.0,11.3,28.5
2024-02-10T08:00:00Z,2024-02-10T15:00:00+07:00,2024-02-10T09:00:00Z,2024-02-10T16:00:00+07:00,561.0,29.5,9.4,28.9
2024-02-10T09:00:00Z,2024-02-10T16:00:00+07:00,2024-02-10T10:00:00Z,2024-02-10T17:00:00+07:00,548.0,27.1,6.3,26.9
2024-02-10T10:00:00Z,2024-02-10T17:00:00+07:00,2024-02-10T11:00:00Z,2024-02-10T18:00:00+07:00,557.0,28.3,7.2,28.4
2024-02-10T11:00:00Z,2024-02-10T18:00:00+07:00,2024-02-10T12:00:00Z,2024-02-10T19:00:00+07:00,754.0,39.2,8.9,38.5
2024-02-10T12:00:00Z,2024-02-10T19:00:00+07:00,2024-02-10T13:00:00Z,2024-02-10T20:00:00+07:00,924.0,46.6,10.7,
2024-02-10T13:00:00Z,2024-02-10T20:00:00+07:00,2024-02-10T14:00:00Z,2024-02-10T21:00:00+07:00,901.0,48.5,9.1,47.9
2024-02-10T14:00:00Z,2024-02-10T21:00:00+07:00,2024-02-10T15:00:00Z,2024-02-10T22:00:00+07:00,1010.0,55.4,10.0,54.8
2024-02-10T15:00:00Z,2024-02-10T22:00:00+07:00,2024-02-10T16:00:00Z,2024-02-10T23:00:00+07:00,877.0,46.8,8.4,46.5
2024-02-10T16:00:00Z,2024-02-10T23:00:00+07:00,2024-02-10T17:00:00Z,2024-02-11T00:00:00+07:00,866.0,44.1,8.5,45.6
2024-02-10T17:00:00Z,2024-02-11T00:00:00+07:00,2024-02-10T18:00:00Z,2024-02-11T01:00:00+07:00,809.0,35.5,7.6,39.4
2024-02-10T18:00:00Z,2024-02-11T01:00:00+07:00,2024-02-10T19:00:00Z,2024-02-11T02:00:00+07:00,772.0,31.7,7.0,35.3
2024-02-10T19:00:00Z,2024-02-11T02:00:00+07:00,2024-02-10T20:00:00Z,2024-02-11T03:00:00+07:00,752.0,30.9,6.8,34.5
2024-02-10T20:00:00Z,2024-02-11T03:00:00+07:00,2024-02-10T21:00:00Z,2024-02-11T04:00:00+07:00,684.0,30.5,6.8,33.9
2024-02-10T21:00:00Z,2024-02-11T04:00:00+07:00,2024-02-10T22:00:00Z,2024-02-11T05:00:00+07:00,620.0,34.1,6.4,37.9
2024-02-10T22:00:00Z,2024-02-11T05:00:00+07:00,2024-02-10T23:00:00Z,2024-02-11T06:00:00+07:00,585.0,38.4,6.3,42.6
2024-02-10T23:00:00Z,2024-02-11T06:00:00+07:00,2024-02-11T00:00:00Z,2024-02-11T07:00:00+07:00,616.0,36.9,7.4,40.9
2024-02-11T00:00:00Z,2024-02-11T07:00:00+07:00,2024-02-11T01:00:00Z,2024-02-11T08:00:00+07:00,647.0,31.0,6.2,34.6
2024-02-11T01:00:00Z,2024-02-11T08:00:00+07:00,2024-02-11T02:00:00Z,2024-02-11T09:00:00+07:00,633.0,27.3,5.6,30.5
2024-02-11T02:00:00Z,2024-02-11T09:00:00+07:00,2024-02-11T03:00:00Z,2024-02-11T10:00:00+07:00,642.0,33.0,7.4,32.6
2024-02-11T03:00:00Z,2024-02-11T10:00:00+07:00,2024-02-11T04:00:00Z,2024-02-11T11:00:00+07:00,603.0,31.5,11.5,30.6
2024-02-11T04:00:00Z,2024-02-11T11:00:00+07:00,2024-02-11T05:00:00Z,2024-02-11T12:00:00+07:00,549.0,24.4,11.7,23.9
2024-02-11T05:00:00Z,2024-02-11T12:00:00+07:00,2024-02-11T06:00:00Z,2024-02-11T13:00:00+07:00,561.0,21.3,10.8,20.8
2024-02-11T06:00:00Z,2024-02-11T13:00:00+07:00,2024-02-11T07:00:00Z,2024-02-11T14:00:00+07:00,585.0,22.0,6.7,21.8
2024-02-11T07:00:00Z,2024-02-11T14:00:00+07:00,2024-02-11T08:00:00Z,2024-02-11T15:00:00+07:00,542.0,20.8,9.4,20.7
2024-02-11T08:00:00Z,2024-02-11T15:00:00+07:00,2024-02-11T09:00:00Z,2024-02-11T16:00:00+07:00,514.0,19.7,19.3,
2024-02-11T09:00:00Z,2024-02-11T16:00:00+07:00,2024-02-11T10:00:00Z,2024-02-11T17:00:00+07:00,508.0,17.6,25.8,18.0
2024-02-11T10:00:00Z,2024-02-11T17:00:00+07:00,2024-02-11T11:00:00Z,2024-02-11T18:00:00+07:00,490.0,17.8,13.1,18.5
2024-02-11T11:00:00Z,2024-02-11T18:00:00+07:00,2024-02-11T12:00:00Z,2024-02-11T19:00:00+07:00,664.0,24.4,10.6,25.6
2024-02-11T12:00:00Z,2024-02-11T19:00:00+07:00,2024-02-11T13:00:00Z,2024-02-11T20:00:00+07:00,912.0,34.2,11.7,36.9
2024-02-11T13:00:00Z,2024-02-11T20:00:00+07:00,2024-02-11T14:00:00Z,2024-02-11T21:00:00+07:00,727.0,42.0,11.0,41.9
2024-02-11T14:00:00Z,2024-02-11T21:00:00+07:00,2024-02-11T15:00:00Z,2024-02-11T22:00:00+07:00,773.0,51.5,11.2,51.5
2024-02-11T15:00:00Z,2024-02-11T22:00:00+07:00,2024-02-11T16:00:00Z,2024-02-11T23:00:00+07:00,814.0,62.6,11.3,62.0
2024-02-11T16:00:00Z,2024-02-11T23:00:00+07:00,2024-02-11T17:00:00Z,2024-02-12T00:00:00+07:00,538.0,58.0,11.4,56.7
2024-02-11T17:00:00Z,2024-02-12T00:00:00+07:00,2024-02-11T18:00:00Z,2024-02-12T01:00:00+07:00,448.0,50.6,13.7,49.5
2024-02-11T18:00:00Z,2024-02-12T01:00:00+07:00,2024-02-11T19:00:00Z,2024-02-12T02:00:00+07:00,422.0,53.7,16.7,53.4
2024-02-11T19:00:00Z,2024-02-12T02:00:00+07:00,2024-02-11T20:00:00Z,2024-02-12T03:00:00+07:00,413.0,48.0,14.4,53.0
2024-02-11T20:00:00Z,2024-02-12T03:00:00+07:00,2024-02-11T21:00:00Z,2024-02-12T04:00:00+07:00,446.0,55.4,11.2,61.2
2024-02-11T21:00:00Z,2024-02-12T04:00:00+07:00,2024-02-11T22:00:00Z,2024-02-12T05:00:00+07:00,472.0,59.5,9.3,65.6
2024-02-11T22:00:00Z,2024-02-12T05:00:00+07:00,2024-02-11T23:00:00Z,2024-02-12T06:00:00+07:00,503.0,61.0,10.5,67.2
2024-02-11T23:00:00Z,2024-02-12T06:00:00+07:00,2024-02-12T00:00:00Z,2024-02-12T07:00:00+07:00,582.0,63.4,10.8,69.9
2024-02-12T00:00:00Z,2024-02-12T07:00:00+07:00,2024-02-12T01:00:00Z,2024-02-12T08:00:00+07:00,699.0,62.4,11.5,19.0
2024-02-12T01:00:00Z,2024-02-12T08:00:00+07:00,2024-02-12T02:00:00Z,2024-02-12T09:00:00+07:00,720.0,58.6,10.5,58.5
2024-02-12T02:00:00Z,2024-02-12T09:00:00+07:00,2024-02-12T03:00:00Z,2024-02-12T10:00:00+07:00,772.0,47.7,11.9,46.6
2024-02-12T03:00:00Z,2024-02-12T10:00:00+07:00,2024-02-12T04:00:00Z,2024-02-12T11:00:00+07:00,760.0,41.0,11.1,40.9
2024-02-12T04:00:00Z,2024-02-12T11:00:00+07:00,2024-02-12T05:00:00Z,2024-02-12T12:00:00+07:00,472.0,30.2,8.4,31.1
2024-02-12T05:00:00Z,2024-02-12T12:00:00+07:00,2024-02-12T06:00:00Z,2024-02-12T13:00:00+07:00,386.0,30.9,7.2,31.3
2024-02-12T06:00:00Z,2024-02-12T13:00:00+07:00,2024-02-12T07:00:00Z,2024-02-12T14:00:00+07:00,373.0,31.0,10.1,31.4
2024-02-12T07:00:00Z,2024-02-12T14:00:00+07:00,2024-02-12T08:00:00Z,2024-02-12T15:00:00+07:00,390.0,26.8,22.1,27.4
2024-02-12T08:00:00Z,2024-02-12T15:00:00+07:00,2024-02-12T09:00:00Z,2024-02-12T16:00:00+07:00,379.0,25.2,21.7,26.5
2024-02-12T09:00:00Z,2024-02-12T16:00:00+07:00,2024-02-12T10:00:00Z,2024-02-12T17:00:00+07:00,375.0,30.5,19.7,31.2
2024-02-12T10:00:00Z,2024-02-12T17:00:00+07:00,2024-02-12T11:00:00Z,2024-02-12T18:00:00+07:00,319.0,34.3,14.1,35.1
2024-02-12T11:00:00Z,2024-02-12T18:00:00+07:00,2024-02-12T12:00:00Z,2024-02-12T19:00:00+07:00,275.0,31.4,7.4,33.7
2024-02-12T12:00:00Z,2024-02-12T19:00:00+07:00,2024-02-12T13:00:00Z,2024-02-12T20:00:00+07:00,227.0,32.8,7.3,35.5
2024-02-12T13:00:00Z,2024-02-12T20:00:00+07:00,2024-02-12T14:00:00Z,2024-02-12T21:00:00+07:00,209.0,30.2,9.1,33.7
2024-02-12T15:00:00Z,2024-02-12T22:00:00+07:00,2024-02-12T16:00:00Z,2024-02-12T23:00:00+07:00,146.0,25.2,5.9,28.2
2024-02-12T16:00:00Z,2024-02-12T23:00:00+07:00,2024-02-12T17:00:00Z,2024-02-13T00:00:00+07:00,118.0,24.7,5.2,27.6
2024-02-12T17:00:00Z,2024-02-13T00:00:00+07:00,2024-02-12T18:00:00Z,2024-02-13T01:00:00+07:00,121.0,27.9,6.6,31.2
2024-02-12T18:00:00Z,2024-02-13T01:00:00+07:00,2024-02-12T19:00:00Z,2024-02-13T02:00:00+07:00,120.0,29.2,7.4,32.6
2024-02-12T19:00:00Z,2024-02-13T02:00:00+07:00,2024-02-12T20:00:00Z,2024-02-13T03:00:00+07:00,120.0,35.3,7.9,39.3
2024-02-12T20:00:00Z,2024-02-13T03:00:00+07:00,2024-02-12T21:00:00Z,2024-02-13T04:00:00+07:00,116.0,37.9,7.6,42.1
2024-02-12T21:00:00Z,2024-02-13T04:00:00+07:00,2024-02-12T22:00:00Z,2024-02-13T05:00:00+07:00,158.0,39.6,6.8,43.9
2024-02-12T22:00:00Z,2024-02-13T05:00:00+07:00,2024-02-12T23:00:00Z,2024-02-13T06:00:00+07:00,162.0,39.2,7.5,43.5
2024-02-12T23:00:00Z,2024-02-13T06:00:00+07:00,2024-02-13T00:00:00Z,2024-02-13T07:00:00+07:00,201.0,42.7,6.6,47.3
2024-02-13T00:00:00Z,2024-02-13T07:00:00+07:00,2024-02-13T01:00:00Z,2024-02-13T08:00:00+07:00,262.0,41.4,5.8,46.0
2024-02-13T01:00:00Z,2024-02-13T08:00:00+07:00,2024-02-13T02:00:00Z,2024-02-13T09:00:00+07:00,329.0,49.7,8.3,54.9
2024-02-13T02:00:00Z,2024-02-13T09:00:00+07:00,2024-02-13T03:00:00Z,2024-02-13T10:00:00+07:00,373.0,55.7,12.6,60.6
2024-02-13T03:00:00Z,2024-02-13T10:00:00+07:00,2024-02-13T04:00:00Z,2024-02-13T11:00:00+07:00,350.0,57.6,15.1,57.5
2024-02-13T04:00:00Z,2024-02-13T11:00:00+07:00,2024-02-13T05:00:00Z,2024-02-13T12:00:00+07:00,349.0,40.2,15.5,40.6
2024-02-13T05:00:00Z,2024-02-13T12:00:00+07:00,2024-02-13T06:00:00Z,2024-02-13T13:00:00+07:00,313.0,32.9,15.6,34.0
2024-02-13T06:00:00Z,2024-02-13T13:00:00+07:00,2024-02-13T07:00:00Z,2024-02-13T14:00:00+07:00,270.0,28.3,9.3,29.8
2024-02-13T07:00:00Z,2024-02-13T14:00:00+07:00,2024-02-13T08:00:00Z,2024-02-13T15:00:00+07:00,251.0,24.1,11.0,26.3
2024-02-13T08:00:00Z,2024-02-13T15:00:00+07:00,2024-02-13T09:00:00Z,2024-02-13T16:00:00+07:00,278.0,21.5,21.6,24.2
2024-02-13T09:00:00Z,2024-02-13T16:00:00+07:00,2024-02-13T10:00:00Z,2024-02-13T17:00:00+07:00,310.0,29.6,25.9,32.5
2024-02-13T10:00:00Z,2024-02-13T17:00:00+07:00,2024-02-13T11:00:00Z,2024-02-13T18:00:00+07:00,294.0,32.8,18.9,35.8
2024-02-13T11:00:00Z,2024-02-13T18:00:00+07:00,2024-02-13T12:00:00Z,2024-02-13T19:00:00+07:00,292.0,40.6,8.5,44.5
2024-02-13T12:00:00Z,2024-02-13T19:00:00+07:00,2024-02-13T13:00:00Z,2024-02-13T20:00:00+07:00,253.0,26.7,7.7,29.8
2024-02-13T13:00:00Z,2024-02-13T20:00:00+07:00,2024-02-13T14:00:00Z,2024-02-13T21:00:00+07:00,246.0,28.8,7.9,32.2
2024-02-13T14:00:00Z,2024-02-13T21:00:00+07:00,2024-02-13T15:00:00Z,2024-02-13T22:00:00+07:00,259.0,29.3,8.3,32.6
2024-02-13T15:00:00Z,2024-02-13T22:00:00+07:00,2024-02-13T16:00:00Z,2024-02-13T23:00:00+07:00,268.0,29.6,8.5,33.0
2024-02-13T16:00:00Z,2024-02-13T23:00:00+07:00,2024-02-13T17:00:00Z,2024-02-14T00:00:00+07:00,242.0,28.2,8.6,31.5
2024-02-13T17:00:00Z,2024-02-14T00:00:00+07:00,2024-02-13T18:00:00Z,2024-02-14T01:00:00+07:00,223.0,27.2,6.9,30.4
2024-02-13T18:00:00Z,2024-02-14T01:00:00+07:00,2024-02-13T19:00:00Z,2024-02-14T02:00:00+07:00,209.0,27.1,5.9,30.3
2024-02-13T19:00:00Z,2024-02-14T02:00:00+07:00,2024-02-13T20:00:00Z,2024-02-14T03:00:00+07:00,202.0,28.3,6.3,31.6
2024-02-13T20:00:00Z,2024-02-14T03:00:00+07:00,2024-02-13T21:00:00Z,2024-02-14T04:00:00+07:00,179.0,30.2,5.9,33.7
2024-02-13T21:00:00Z,2024-02-14T04:00:00+07:00,2024-02-13T22:00:00Z,2024-02-14T05:00:00+07:00,156.0,31.2,6.8,34.8
2024-02-13T22:00:00Z,2024-02-14T05:00:00+07:00,2024-02-13T23:00:00Z,2024-02-14T06:00:00+07:00,143.0,31.2,8.5,34.8
2024-02-13T23:00:00Z,2024-02-14T06:00:00+07:00,2024-02-14T00:00:00Z,2024-02-14T07:00:00+07:00,140.0,29.4,8.0,32.8
2024-02-14T00:00:00Z,2024-02-14T07:00:00+07:00,2024-02-14T01:00:00Z,2024-02-14T08:00:00+07:00,147.0,29.3,9.9,32.7
2024-02-14T01:00:00Z,2024-02-14T08:00:00+07:00,2024-02-14T02:00:00Z,2024-02-14T09:00:00+07:00,196.0,30.6,10.0,34.2
2024-02-14T02:00:00Z,2024-02-14T09:00:00+07:00,2024-02-14T03:00:00Z,2024-02-14T10:00:00+07:00,207.0,27.4,13.2,30.8
2024-02-14T03:00:00Z,2024-02-14T10:00:00+07:00,2024-02-14T04:00:00Z,2024-02-14T11:00:00+07:00,236.0,36.6,14.4,40.5
2024-02-14T04:00:00Z,2024-02-14T11:00:00+07:00,2024-02-14T05:00:00Z,2024-02-14T12:00:00+07:00,236.0,29.3,12.7,32.6
2024-02-14T05:00:00Z,2024-02-14T12:00:00+07:00,2024-02-14T06:00:00Z,2024-02-14T13:00:00+07:00,220.0,28.6,13.0,32.0
2024-02-14T06:00:00Z,2024-02-14T13:00:00+07:00,2024-02-14T07:00:00Z,2024-02-14T14:00:00+07:00,196.0,25.3,14.4,29.4
2024-02-14T07:00:00Z,2024-02-14T14:00:00+07:00,2024-02-14T08:00:00Z,2024-02-14T15:00:00+07:00,164.0,23.3,10.3,27.8
2024-02-14T08:00:00Z,2024-02-14T15:00:00+07:00,2024-02-14T09:00:00Z,2024-02-14T16:00:00+07:00,174.0,22.0,12.5,26.5
2024-02-14T09:00:00Z,2024-02-14T16:00:00+07:00,2024-02-14T10:00:00Z,2024-02-14T17:00:00+07:00,196.0,21.8,16.0,26.3
2024-02-14T10:00:00Z,2024-02-14T17:00:00+07:00,2024-02-14T11:00:00Z,2024-02-14T18:00:00+07:00,291.0,30.6,9.3,34.2
2024-02-14T11:00:00Z,2024-02-14T18:00:00+07:00,2024-02-14T12:00:00Z,2024-02-14T19:00:00+07:00,323.0,34.3,10.6,38.2
2024-02-14T12:00:00Z,2024-02-14T19:00:00+07:00,2024-02-14T13:00:00Z,2024-02-14T20:00:00+07:00,206.0,24.5,8.0,27.4
2024-02-14T13:00:00Z,2024-02-14T20:00:00+07:00,2024-02-14T14:00:00Z,2024-02-14T21:00:00+07:00,123.0,18.8,6.1,21.3
2024-02-14T14:00:00Z,2024-02-14T21:00:00+07:00,2024-02-14T15:00:00Z,2024-02-14T22:00:00+07:00,129.0,21.6,6.1,24.4
2024-02-14T15:00:00Z,2024-02-14T22:00:00+07:00,2024-02-14T16:00:00Z,2024-02-14T23:00:00+07:00,166.0,30.9,6.4,34.4
2024-02-14T16:00:00Z,2024-02-14T23:00:00+07:00,2024-02-14T17:00:00Z,2024-02-15T00:00:00+07:00,125.0,27.3,5.9,30.6
2024-02-14T17:00:00Z,2024-02-15T00:00:00+07:00,2024-02-14T18:00:00Z,2024-02-15T01:00:00+07:00,79.9,24.6,5.6,27.5
2024-02-14T18:00:00Z,2024-02-15T01:00:00+07:00,2024-02-14T19:00:00Z,2024-02-15T02:00:00+07:00,119.0,25.6,5.4,28.7
2024-02-14T19:00:00Z,2024-02-15T02:00:00+07:00,2024-02-14T20:00:00Z,2024-02-15T03:00:00+07:00,143.0,24.7,5.3,27.7
2024-02-14T20:00:00Z,2024-02-15T03:00:00+07:00,2024-02-14T21:00:00Z,2024-02-15T04:00:00+07:00,247.0,26.3,5.7,29.4
2024-02-14T21:00:00Z,2024-02-15T04:00:00+07:00,2024-02-14T22:00:00Z,2024-02-15T05:00:00+07:00,616.0,26.1,5.7,29.2
2024-02-14T22:00:00Z,2024-02-15T05:00:00+07:00,2024-02-14T23:00:00Z,2024-02-15T06:00:00+07:00,209.0,23.9,6.7,26.9
2024-02-14T23:00:00Z,2024-02-15T06:00:00+07:00,2024-02-15T00:00:00Z,2024-02-15T07:00:00+07:00,205.0,22.2,8.4,25.0
2024-02-15T00:00:00Z,2024-02-15T07:00:00+07:00,2024-02-15T01:00:00Z,2024-02-15T08:00:00+07:00,396.0,24.0,11.9,26.9
2024-02-15T01:00:00Z,2024-02-15T08:00:00+07:00,2024-02-15T02:00:00Z,2024-02-15T09:00:00+07:00,627.0,30.7,12.6,34.2
2024-02-15T02:00:00Z,2024-02-15T09:00:00+07:00,2024-02-15T03:00:00Z,2024-02-15T10:00:00+07:00,987.0,39.0,17.0,43.3
2024-02-15T03:00:00Z,2024-02-15T10:00:00+07:00,2024-02-15T04:00:00Z,2024-02-15T11:00:00+07:00,687.0,33.3,12.1,37.1
2024-02-15T04:00:00Z,2024-02-15T11:00:00+07:00,2024-02-15T05:00:00Z,2024-02-15T12:00:00+07:00,673.0,35.4,11.2,39.3
2024-02-15T05:00:00Z,2024-02-15T12:00:00+07:00,2024-02-15T06:00:00Z,2024-02-15T13:00:00+07:00,537.0,30.1,10.6,33.6
2024-02-15T06:00:00Z,2024-02-15T13:00:00+07:00,2024-02-15T07:00:00Z,2024-02-15T14:00:00+07:00,461.0,22.8,11.4,25.7
2024-02-15T07:00:00Z,2024-02-15T14:00:00+07:00,2024-02-15T08:00:00Z,2024-02-15T15:00:00+07:00,250.0,23.4,12.3,26.6
2024-02-15T08:00:00Z,2024-02-15T15:00:00+07:00,2024-02-15T09:00:00Z,2024-02-15T16:00:00+07:00,301.0,34.1,11.5,38.6
2024-02-15T09:00:00Z,2024-02-15T16:00:00+07:00,2024-02-15T10:00:00Z,2024-02-15T17:00:00+07:00,404.0,34.3,11.8,38.7
2024-02-15T10:00:00Z,2024-02-15T17:00:00+07:00,2024-02-15T11:00:00Z,2024-02-15T18:00:00+07:00,853.0,49.0,14.6,54.4
2024-02-15T11:00:00Z,2024-02-15T18:00:00+07:00,2024-02-15T12:00:00Z,2024-02-15T19:00:00+07:00,890.0,64.0,14.2,70.5
2024-02-15T12:00:00Z,2024-02-15T19:00:00+07:00,2024-02-15T13:00:00Z,2024-02-15T20:00:00+07:00,728.0,64.4,12.3,70.9
2024-02-15T13:00:00Z,2024-02-15T20:00:00+07:00,2024-02-15T14:00:00Z,2024-02-15T21:00:00+07:00,787.0,63.3,12.0,69.7
2024-02-15T14:00:00Z,2024-02-15T21:00:00+07:00,2024-02-15T15:00:00Z,2024-02-15T22:00:00+07:00,1040.0,65.9,16.0,72.5
2024-02-15T15:00:00Z,2024-02-15T22:00:00+07:00,2024-02-15T16:00:00Z,2024-02-15T23:00:00+07:00,1300.0,68.2,24.0,75.0
